#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
679283	6446	65266	112344	122421	RP1-188K17.1	-	SGK1	WNK4	SGK	PHA2B|PRKWNK4	Biochemical Activity	physical	Heise CJ (2010)	PUBMED:20525693	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q96J92	-	NP_115763	-	-	-	-	-	-	Homo sapiens	Homo sapiens
679286	65266	6446	122421	112344	-	RP1-188K17.1	WNK4	SGK1	PHA2B|PRKWNK4	SGK	Affinity Capture-Western	physical	Heise CJ (2010)	PUBMED:20525693	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96J92	-	NP_115763	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
679287	65125	6446	122403	112344	-	RP1-188K17.1	WNK1	SGK1	HSAN2|HSN2|KDP|PPP1R167|PRKWNK1|PSK|p65	SGK	Affinity Capture-Western	physical	Heise CJ (2010)	PUBMED:20525693	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9H4A3	A5D8Z4|F5GWT4	NP_061852|NP_998820|NP_055638|NP_001171914	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
679288	65268	6446	122423	112344	RP11-165J3.2	RP1-188K17.1	WNK2	SGK1	NY-CO-43|P/OKcl.13|PRKWNK2|SDCCAG43	SGK	Affinity Capture-Western	physical	Heise CJ (2010)	PUBMED:20525693	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y3S1	F8W9F9	NP_006639|NP_001269323	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
679291	6446	23327	112344	116915	RP1-188K17.1	-	SGK1	NEDD4L	SGK	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2	Biochemical Activity	physical	Heise CJ (2010)	PUBMED:20525693	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q96PU5	A0A024R2A4|A0A024R281|B7Z2P9|B7Z6K0	NP_001230889|NP_001138441|NP_001138437|NP_001138436|NP_001138442|NP_001138443|NP_056092|NP_001138438|NP_001138440|NP_001138439	-	-	-	-	-	-	Homo sapiens	Homo sapiens
680233	6446	23327	112344	116915	RP1-188K17.1	-	SGK1	NEDD4L	SGK	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2	Affinity Capture-Western	physical	Wiemuth D (2010)	PUBMED:20730100	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q96PU5	A0A024R2A4|A0A024R281|B7Z2P9|B7Z6K0	NP_001230889|NP_001138441|NP_001138437|NP_001138436|NP_001138442|NP_001138443|NP_056092|NP_001138438|NP_001138440|NP_001138439	-	-	-	-	-	-	Homo sapiens	Homo sapiens
680234	6446	4734	112344	110811	RP1-188K17.1	PIG53	SGK1	NEDD4	SGK	NEDD4-1|RPF1	Affinity Capture-Western	physical	Wiemuth D (2010)	PUBMED:20730100	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P46934	-	NP_006145|NP_001271267|NP_001316141|NP_001271268|NP_001271269|NP_940682	-	-	-	-	-	-	Homo sapiens	Homo sapiens
683247	5170	6446	111196	112344	-	RP1-188K17.1	PDPK1	SGK1	PDK1|PDPK2|PDPK2P|PRO0461	SGK	Biochemical Activity	physical	Jung H (2007)	PUBMED:17916563	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O15530	E9PER6	NP_002604|NP_001248745|NP_112558	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684317	6446	23327	112344	116915	RP1-188K17.1	-	SGK1	NEDD4L	SGK	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2	Biochemical Activity	physical	Xu BE (2005)	PUBMED:16006511	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q96PU5	A0A024R2A4|A0A024R281|B7Z2P9|B7Z6K0	NP_001230889|NP_001138441|NP_001138437|NP_001138436|NP_001138442|NP_001138443|NP_056092|NP_001138438|NP_001138440|NP_001138439	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684319	65125	6446	122403	112344	-	RP1-188K17.1	WNK1	SGK1	HSAN2|HSN2|KDP|PPP1R167|PRKWNK1|PSK|p65	SGK	Affinity Capture-Western	physical	Xu BE (2005)	PUBMED:16006511	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9H4A3	A5D8Z4|F5GWT4	NP_061852|NP_998820|NP_055638|NP_001171914	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796547	6446	4137	112344	110308	RP1-188K17.1	-	SGK1	MAPT	SGK	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	Biochemical Activity	physical	Virdee K (2007)	PUBMED:17512525	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P10636	B3KTM0|A0A024R9Y1|A0A024RA17|A0A024RA19|A0A024R9Y0	NP_001364195|NP_001364194|NP_005901|NP_001364197|NP_001364196|NP_058519|NP_058518|NP_001190181|NP_001190180|NP_001116538|NP_001116539|NP_058525	-	-	-	-	-	-	Homo sapiens	Homo sapiens
814477	7316	6446	113164	112344	-	RP1-188K17.1	UBC	SGK1	HMG20	SGK	Reconstituted Complex	physical	Nathan JA (2013)	PUBMED:23314748	9606	9606	High Throughput	-	-	#LPPI|Likely protein-protein interaction|binds K63-linked poly-ubiquitin chains in vitro|identified by MS	-	BIOGRID	P0CG48	-	NP_066289	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
828931	3320	6446	109552	112344	-	RP1-188K17.1	HSP90AA1	SGK1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	SGK	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
833036	6446	14470	112344	199848	RP1-188K17.1	-	SGK1	Rabac1	SGK	2310040I06Rik|Gbpap1|PRA1|prenylin	Two-hybrid	physical	Pilot-Storck F (2010)	PUBMED:20368287	9606	10090	High Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q9Z0S9	-	NP_034391	-	-	-	-	-	-	Homo sapiens	Mus musculus
833037	6446	68539	112344	212917	RP1-188K17.1	-	SGK1	Tmem109	SGK	1110006I15Rik|AA958958|C77652	Two-hybrid	physical	Pilot-Storck F (2010)	PUBMED:20368287	9606	10090	High Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q3UBX0	-	NP_598903	-	-	-	-	-	-	Homo sapiens	Mus musculus
833054	6446	4100	112344	110274	RP1-188K17.1	-	SGK1	MAGEA1	SGK	CT1.1|MAGE1	Two-hybrid	physical	Pilot-Storck F (2010)	PUBMED:20368287	9606	9606	High Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P43355	-	NP_004979	-	-	-	-	-	-	Homo sapiens	Homo sapiens
859406	6446	23327	112344	116915	RP1-188K17.1	-	SGK1	NEDD4L	SGK	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2	Affinity Capture-Western	physical	Lamothe S (2013)	PUBMED:23589291	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q96PU5	A0A024R2A4|A0A024R281|B7Z2P9|B7Z6K0	NP_001230889|NP_001138441|NP_001138437|NP_001138436|NP_001138442|NP_001138443|NP_056092|NP_001138438|NP_001138440|NP_001138439	-	-	-	-	-	-	Homo sapiens	Homo sapiens
891868	10912	6446	116117	112344	RP11-260L6.1	RP1-188K17.1	GADD45G	SGK1	CR6|DDIT2|GADD45gamma|GRP17	SGK	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	O95257	-	NP_006696	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
891882	6446	55751	112344	120869	RP1-188K17.1	PRO1355	SGK1	TMEM184C	SGK	TMEM34	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q9NVA4	-	NP_060711	-	-	-	-	-	-	Homo sapiens	Homo sapiens
893079	10567	6446	115818	112344	-	RP1-188K17.1	RABAC1	SGK1	PRA1|PRAF1|YIP3	SGK	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UI14	-	NP_006414	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022571	6446	4137	112344	110308	RP1-188K17.1	-	SGK1	MAPT	SGK	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	Biochemical Activity	physical	Chun J (2004)	PUBMED:15650334	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P10636	B3KTM0|A0A024R9Y1|A0A024RA17|A0A024RA19|A0A024R9Y0	NP_001364195|NP_001364194|NP_005901|NP_001364197|NP_001364196|NP_058519|NP_058518|NP_001190181|NP_001190180|NP_001116538|NP_001116539|NP_058525	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022583	6446	7534	112344	113366	RP1-188K17.1	-	SGK1	YWHAZ	SGK	14-3-3-zeta|HEL-S-3|HEL4|KCIP-1|YWHAD	Affinity Capture-Western	physical	Chun J (2004)	PUBMED:15650334	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P63104	D0PNI1	NP_003397|NP_001129174|NP_001129171|NP_001129172|NP_001129173|NP_663723	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022584	6446	10971	112344	116168	RP1-188K17.1	-	SGK1	YWHAQ	SGK	14-3-3|1C5|HS1	Affinity Capture-Western	physical	Chun J (2004)	PUBMED:15650334	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P27348	-	NP_006817	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022585	10971	6446	116168	112344	-	RP1-188K17.1	YWHAQ	SGK1	14-3-3|1C5|HS1	SGK	Affinity Capture-Western	physical	Chun J (2004)	PUBMED:15650334	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P27348	-	NP_006817	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1026550	2475	6446	108757	112344	-	RP1-188K17.1	MTOR	SGK1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	SGK	Biochemical Activity	physical	Hong F (2008)	PUBMED:18570873	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1026561	6446	57521	112344	121582	RP1-188K17.1	-	SGK1	RPTOR	SGK	KOG1|Mip1	Affinity Capture-Western	physical	Hong F (2008)	PUBMED:18570873	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q8N122	Q6DKI0	NP_065812|NP_001156506	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1026562	6446	2475	112344	108757	RP1-188K17.1	-	SGK1	MTOR	SGK	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Hong F (2008)	PUBMED:18570873	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1026563	6446	84335	112344	124059	RP1-188K17.1	-	SGK1	AKT1S1	SGK	Lobe|PRAS40	Affinity Capture-Western	physical	Hong F (2008)	PUBMED:18570873	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q96B36	A0A024QZF6	NP_115751|NP_001265089|NP_001265088|NP_001092102|NP_001092103	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1026564	2475	6446	108757	112344	-	RP1-188K17.1	MTOR	SGK1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	SGK	Affinity Capture-Western	physical	Hong F (2008)	PUBMED:18570873	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1026565	6446	1027	112344	107461	RP1-188K17.1	-	SGK1	CDKN1B	SGK	CDKN4|KIP1|MEN1B|MEN4|P27KIP1	Biochemical Activity	physical	Hong F (2008)	PUBMED:18570873	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P46527	Q6I9V6	NP_004055	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1035850	253260	6446	128962	112344	-	RP1-188K17.1	RICTOR	SGK1	AVO3|PIA|hAVO3	SGK	Biochemical Activity	physical	Gao D (2010)	PUBMED:20832730	9606	9606	Low Throughput	-	Ubiquitination	To purify the Cullin-1/Rictor E3 ligase complex, 293T cells were transfected with vectors encoding HA-Cullin-1, Myc-Rictor (WT or T1135E), and Flag-Rbx1. The Cullin-1/Rictor (E3) complexes were purified from the whole cell lysates using HA-agarose beads. Purified, recombinant SGK protein (purchased from Genway) were incubated with purified Cullin-1/Rictor (E3) complexes in the presence of purified, recombinant active E1, E2 (UbcH5a and UbcH3), ATP and ubiquitin.	-	BIOGRID	Q6R327	-	NP_689969|NP_001272368|NP_001272369	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1055231	6446	10397	112344	115669	RP1-188K17.1	-	SGK1	NDRG1	SGK	CAP43|CMT4D|DRG-1|DRG1|GC4|HMSNL|NDR1|NMSL|PROXY1|RIT42|RTP|TARG1|TDD5	Biochemical Activity	physical	Garcia-Martinez JM (2009)	PUBMED:19402821	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q92597	Q8N959	NP_001128714|NP_001361774|NP_001361775|NP_001361776|NP_001245362|NP_001245361|NP_001361773|NP_006087	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1056030	6446	6446	112344	112344	RP1-188K17.1	RP1-188K17.1	SGK1	SGK1	SGK	SGK	Biochemical Activity	physical	Caohuy H (2014)	PUBMED:25384981	9606	9606	Low Throughput	-	Phosphorylation	in vitro autophosphorylation activity	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1065853	6446	23327	112344	116915	RP1-188K17.1	-	SGK1	NEDD4L	SGK	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2	Biochemical Activity	physical	Gao S (2009)	PUBMED:19917253	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q96PU5	A0A024R2A4|A0A024R281|B7Z2P9|B7Z6K0	NP_001230889|NP_001138441|NP_001138437|NP_001138436|NP_001138442|NP_001138443|NP_056092|NP_001138438|NP_001138440|NP_001138439	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194658	6446	221079	112344	128683	RP1-188K17.1	-	SGK1	ARL5B	SGK	ARL8	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.885793935	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.885793935, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q96KC2	B0YIW9	NP_848930	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194659	6446	79784	112344	122884	RP1-188K17.1	FP17425	SGK1	MYH14	SGK	DFNA4|DFNA4A|MHC16|MYH17|NMHC II-C|NMHC-II-C|PNMHH|myosin	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.825621917	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.825621917, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q7Z406	A1L2Z2|B3KWH4	NP_001070654|NP_079005|NP_001139281	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194660	6446	2289	112344	108579	RP1-188K17.1	RP3-340B19.6	SGK1	FKBP5	SGK	AIG6|FKBP51|FKBP54|P54|PPIase|Ptg-10	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.853884395	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.853884395, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q13451	Q2TA84	NP_001139249|NP_001139248|NP_001139247|NP_004108	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194661	6446	5911	112344	111846	RP1-188K17.1	RP11-128N14.2	SGK1	RAP2A	SGK	K-REV|KREV|RAP2|RbBP-30	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.894153821	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.894153821, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P10114	-	NP_066361	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194662	6446	5095	112344	111128	RP1-188K17.1	RP11-151A6.1	SGK1	PCCA	SGK	-	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.830095468	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.830095468, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P05165	-	NP_000273|NP_001121164|NP_001171475	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1508708	6446	5300	112344	111317	RP1-188K17.1	-	SGK1	PIN1	SGK	DOD|UBL5	Affinity Capture-Western	physical	Jo A (2015)	PUBMED:25667458	9606	9606	Low Throughput	-	-	Figure 2	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q13526	-	NP_006212	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1508709	5300	6446	111317	112344	-	RP1-188K17.1	PIN1	SGK1	DOD|UBL5	SGK	Affinity Capture-Western	physical	Jo A (2015)	PUBMED:25667458	9606	9606	Low Throughput	-	-	Figure 2	-	BIOGRID	Q13526	-	NP_006212	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1508710	5300	6446	111317	112344	-	RP1-188K17.1	PIN1	SGK1	DOD|UBL5	SGK	Reconstituted Complex	physical	Jo A (2015)	PUBMED:25667458	9606	9606	Low Throughput	-	-	Figure 2	-	BIOGRID	Q13526	-	NP_006212	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1527846	6446	374569	112344	131909	RP1-188K17.1	-	SGK1	ASPG	SGK	C14orf76|GPA/WT	Two-hybrid	physical	Menniti M (2010)	PUBMED:21063096	9606	9606	Low Throughput	-	-	Table 1	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q86U10	-	NP_001073933	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1527847	6446	374569	112344	131909	RP1-188K17.1	-	SGK1	ASPG	SGK	C14orf76|GPA/WT	Affinity Capture-Western	physical	Menniti M (2010)	PUBMED:21063096	9606	9606	Low Throughput	-	-	Figure 2	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q86U10	-	NP_001073933	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1527848	374569	6446	131909	112344	-	RP1-188K17.1	ASPG	SGK1	C14orf76|GPA/WT	SGK	Affinity Capture-Western	physical	Menniti M (2010)	PUBMED:21063096	9606	9606	Low Throughput	-	-	Figure 2	-	BIOGRID	Q86U10	-	NP_001073933	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1527849	374569	6446	131909	112344	-	RP1-188K17.1	ASPG	SGK1	C14orf76|GPA/WT	SGK	Reconstituted Complex	physical	Menniti M (2010)	PUBMED:21063096	9606	9606	Low Throughput	-	-	Figure 2	-	BIOGRID	Q86U10	-	NP_001073933	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2248249	6446	2289	112344	108579	RP1-188K17.1	RP3-340B19.6	SGK1	FKBP5	SGK	AIG6|FKBP51|FKBP54|P54|PPIase|Ptg-10	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.967598725	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.967598725, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q13451	Q2TA84	NP_001139249|NP_001139248|NP_001139247|NP_004108	-	-	-	-	-	-	Homo sapiens	Homo sapiens
