#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
859827	6772	2475	112649	108757	-	-	STAT1	MTOR	CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Fielhaber JA (2009)	PUBMED:19553685	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42224	-	NP_001371818|NP_001371820|NP_001371809|NP_001371814|NP_001371815|NP_001371816|NP_001371817|NP_644671|NP_009330|NP_001371812|NP_001371813|NP_001371811|NP_001371810|NP_001371819	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
859830	6772	2475	112649	108757	-	-	STAT1	MTOR	CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Co-fractionation	physical	Fielhaber JA (2009)	PUBMED:19553685	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42224	-	NP_001371818|NP_001371820|NP_001371809|NP_001371814|NP_001371815|NP_001371816|NP_001371817|NP_644671|NP_009330|NP_001371812|NP_001371813|NP_001371811|NP_001371810|NP_001371819	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
859837	2475	6772	108757	112649	-	-	MTOR	STAT1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91	Affinity Capture-Western	physical	Fielhaber JA (2009)	PUBMED:19553685	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P42224	-	NP_001371818|NP_001371820|NP_001371809|NP_001371814|NP_001371815|NP_001371816|NP_001371817|NP_644671|NP_009330|NP_001371812|NP_001371813|NP_001371811|NP_001371810|NP_001371819	-	-	-	-	-	-	Homo sapiens	Homo sapiens
872462	2475	55626	108757	120765	-	-	MTOR	AMBRA1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	DCAF3|WDR94	Biochemical Activity	physical	Nazio F (2013)	PUBMED:23524951	9606	9606	Low Throughput	-	Phosphorylation	figure 7.	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q9C0C7	A0A075B6T1	NP_001373940|NP_001254711|NP_001254712|NP_001287660|NP_001354398|NP_001354399|NP_001354397|NP_060219|NP_001354400	BTO:0000007	HEK-293 cell	cell type	-	-	-	Homo sapiens	Homo sapiens
886950	7189	2475	113041	108757	-	-	TRAF6	MTOR	MGC:3310|RNF85	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Linares JF (2013)	PUBMED:23911927	9606	9606	Low Throughput	-	-	E1-ube1|E2-ubch7|enhanced by amino acids	-	BIOGRID	Q9Y4K3	-	NP_004611|NP_665802	P42345	-	NP_004949|NP_001373430|NP_001373429	BTO:0002181	HEK-293T cell	cell type	-	-	-	Homo sapiens	Homo sapiens
886956	7189	2475	113041	108757	-	-	TRAF6	MTOR	MGC:3310|RNF85	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Biochemical Activity	physical	Linares JF (2013)	PUBMED:23911927	9606	9606	Low Throughput	-	Ubiquitination	E1-ube1|E2-ubch7	-	BIOGRID	Q9Y4K3	-	NP_004611|NP_665802	P42345	-	NP_004949|NP_001373430|NP_001373429	BTO:0002181	HEK-293T cell	cell type	-	-	-	Homo sapiens	Homo sapiens
886958	2475	57521	108757	121582	-	-	MTOR	RPTOR	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	KOG1|Mip1	Affinity Capture-Western	physical	Linares JF (2013)	PUBMED:23911927	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q8N122	Q6DKI0	NP_065812|NP_001156506	BTO:0002181	HEK-293T cell	cell type	-	-	-	Homo sapiens	Homo sapiens
887316	1956	2475	108276	108757	-	-	EGFR	MTOR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-MS	physical	Foerster S (2013)	PUBMED:23956138	9606	9606	High Throughput|Low Throughput	-	-	-	-	BIOGRID	P00533	-	NP_001333829|NP_001333828|NP_958440|NP_005219|NP_001333827|NP_001333826|NP_958441|NP_001333870|NP_958439	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
907657	10971	2475	116168	108757	-	-	YWHAQ	MTOR	14-3-3|1C5|HS1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Meek SE (2004)	PUBMED:15161933	9606	9606	High Throughput	-	-	-	-	BIOGRID	P27348	-	NP_006817	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
922828	2475	9219	108757	114652	-	-	MTOR	MTA2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	MTA1L1|PID	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	O94776	A0A024R534	NP_001317221|NP_004730	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
950487	2475	1978	108757	108293	-	-	MTOR	EIF4EBP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	4E-BP1|4EBP1|BP-1|PHAS-I	Biochemical Activity	physical	Bai X (2007)	PUBMED:17991864	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q13541	-	NP_004086	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950491	2475	2280	108757	108570	-	RP11-314N13.2	MTOR	FKBP1A	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	Reconstituted Complex	physical	Bai X (2007)	PUBMED:17991864	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950492	2475	23770	108757	117270	-	-	MTOR	FKBP8	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	FKBP38|FKBPr38	Reconstituted Complex	physical	Bai X (2007)	PUBMED:17991864	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q14318	-	NP_036313|NP_001295302	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950493	2475	23770	108757	117270	-	-	MTOR	FKBP8	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	FKBP38|FKBPr38	Affinity Capture-Western	physical	Bai X (2007)	PUBMED:17991864	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q14318	-	NP_036313|NP_001295302	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950494	23770	2475	117270	108757	-	-	FKBP8	MTOR	FKBP38|FKBPr38	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Bai X (2007)	PUBMED:17991864	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14318	-	NP_036313|NP_001295302	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950781	76895	2475	218383	108757	-	-	Bicd2	MTOR	-	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Splinter D (2012)	PUBMED:22956769	10090	9606	Low Throughput	-	-	-	-	BIOGRID	Q921C5	D3Z390	NP_001034269|NP_001034268|NP_084067	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Mus musculus	Homo sapiens
953783	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Coffman K (2014)	PUBMED:24403073	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
955686	2475	2782	108757	109044	-	RP1-283E3.7	MTOR	GNB1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	-	Two-hybrid	physical	Robles-Molina E (2014)	PUBMED:24462769	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P62873	A0A024R056|B3KVK2	NP_002065|NP_001269468|NP_001269467	-	-	-	-	-	-	Homo sapiens	Homo sapiens
955687	2475	2782	108757	109044	-	RP1-283E3.7	MTOR	GNB1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	-	Affinity Capture-Western	physical	Robles-Molina E (2014)	PUBMED:24462769	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P62873	A0A024R056|B3KVK2	NP_002065|NP_001269468|NP_001269467	-	-	-	-	-	-	Homo sapiens	Homo sapiens
955688	2475	54331	108757	119933	-	-	MTOR	GNG2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	-	Affinity Capture-Western	physical	Robles-Molina E (2014)	PUBMED:24462769	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P59768	-	NP_444292|NP_001230702|NP_001230703	-	-	-	-	-	-	Homo sapiens	Homo sapiens
955689	2782	2475	109044	108757	RP1-283E3.7	-	GNB1	MTOR	-	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Robles-Molina E (2014)	PUBMED:24462769	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P62873	A0A024R056|B3KVK2	NP_002065|NP_001269468|NP_001269467	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
955690	54331	2475	119933	108757	-	-	GNG2	MTOR	-	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Robles-Molina E (2014)	PUBMED:24462769	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P59768	-	NP_444292|NP_001230702|NP_001230703	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
955691	2475	2783	108757	109045	-	-	MTOR	GNB2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	-	Affinity Capture-Western	physical	Robles-Molina E (2014)	PUBMED:24462769	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P62879	Q6FHM2	NP_005264	-	-	-	-	-	-	Homo sapiens	Homo sapiens
955692	2475	2784	108757	109046	-	-	MTOR	GNB3	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	-	Affinity Capture-Western	physical	Robles-Molina E (2014)	PUBMED:24462769	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P16520	E9PCP0|F1T0G5	NP_001284500|NP_002066	-	-	-	-	-	-	Homo sapiens	Homo sapiens
955693	2475	10681	108757	115920	-	-	MTOR	GNB5	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	GB5	Affinity Capture-Western	physical	Robles-Molina E (2014)	PUBMED:24462769	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	O14775	A0A024R5V3|A0A024R5R9	NP_006569|NP_057278|NP_001366272	-	-	-	-	-	-	Homo sapiens	Homo sapiens
985581	10325	2475	115608	108757	RP11-465E19.1	-	RRAGB	MTOR	RAGB|bA465E19.1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Oshiro N (2014)	PUBMED:24337580	9606	9606	Low Throughput	-	-	Figure 1	-	BIOGRID	Q5VZM2	-	NP_057740|NP_006055	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
985584	64121	2475	122074	108757	-	-	RRAGC	MTOR	GTR2|RAGC|TIB929	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Oshiro N (2014)	PUBMED:24337580	9606	9606	Low Throughput	-	-	Figure 1	-	BIOGRID	Q9HB90	B4DQ03|B4DQG4	NP_071440|NP_001258780	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
985593	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Oshiro N (2014)	PUBMED:24337580	9606	9606	Low Throughput	-	-	Figure 1	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
985616	10325	2475	115608	108757	RP11-465E19.1	-	RRAGB	MTOR	RAGB|bA465E19.1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Oshiro N (2014)	PUBMED:24337580	9606	9606	Low Throughput	-	-	Figure 4	-	BIOGRID	Q5VZM2	-	NP_057740|NP_006055	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
986771	2475	253260	108757	128962	-	-	MTOR	RICTOR	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	AVO3|PIA|hAVO3	Affinity Capture-MS	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q6R327	-	NP_689969|NP_001272368|NP_001272369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
986772	2475	57521	108757	121582	-	-	MTOR	RPTOR	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	KOG1|Mip1	Affinity Capture-MS	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q8N122	Q6DKI0	NP_065812|NP_001156506	-	-	-	-	-	-	Homo sapiens	Homo sapiens
986773	2475	79109	108757	122551	-	RP11-269P11.1	MTOR	MAPKAP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	JC310|MIP1|SIN1|SIN1b|SIN1g	Affinity Capture-MS	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q9BPZ7	A0A024R863	NP_001006619|NP_001006618|NP_001006620|NP_001006621|NP_001006622|NP_077022	-	-	-	-	-	-	Homo sapiens	Homo sapiens
986774	2475	79899	108757	122983	-	-	MTOR	PRR5L	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	PROTOR2	Affinity Capture-MS	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q6MZQ0	B3KNU3	NP_001153640|NP_079117|NP_001153641|NP_001153639	-	-	-	-	-	-	Homo sapiens	Homo sapiens
986775	2475	64223	108757	122113	-	-	MTOR	MLST8	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	GBL|GbetaL|LST8|POP3|WAT1	Affinity Capture-MS	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q9BVC4	-	NP_071767|NP_001186102|NP_001186104|NP_001186103	-	-	-	-	-	-	Homo sapiens	Homo sapiens
986776	2475	84335	108757	124059	-	-	MTOR	AKT1S1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Lobe|PRAS40	Affinity Capture-MS	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q96B36	A0A024QZF6	NP_115751|NP_001265089|NP_001265088|NP_001092102|NP_001092103	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022536	2475	253260	108757	128962	-	-	MTOR	RICTOR	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	AVO3|PIA|hAVO3	Affinity Capture-Western	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q6R327	-	NP_689969|NP_001272368|NP_001272369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022537	2475	57521	108757	121582	-	-	MTOR	RPTOR	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	KOG1|Mip1	Affinity Capture-Western	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q8N122	Q6DKI0	NP_065812|NP_001156506	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022538	2475	84335	108757	124059	-	-	MTOR	AKT1S1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Lobe|PRAS40	Affinity Capture-Western	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q96B36	A0A024QZF6	NP_115751|NP_001265089|NP_001265088|NP_001092102|NP_001092103	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022539	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022541	253260	2475	128962	108757	-	-	RICTOR	MTOR	AVO3|PIA|hAVO3	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q6R327	-	NP_689969|NP_001272368|NP_001272369	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022542	2475	79899	108757	122983	-	-	MTOR	PRR5L	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	PROTOR2	Affinity Capture-Western	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q6MZQ0	B3KNU3	NP_001153640|NP_079117|NP_001153641|NP_001153639	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022543	2475	79109	108757	122551	-	RP11-269P11.1	MTOR	MAPKAP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	JC310|MIP1|SIN1|SIN1b|SIN1g	Affinity Capture-Western	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q9BPZ7	A0A024R863	NP_001006619|NP_001006618|NP_001006620|NP_001006621|NP_001006622|NP_077022	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022546	79899	2475	122983	108757	-	-	PRR5L	MTOR	PROTOR2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q6MZQ0	B3KNU3	NP_001153640|NP_079117|NP_001153641|NP_001153639	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022549	2475	84335	108757	124059	-	-	MTOR	AKT1S1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Lobe|PRAS40	Biochemical Activity	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q96B36	A0A024QZF6	NP_115751|NP_001265089|NP_001265088|NP_001092102|NP_001092103	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022554	2475	79899	108757	122983	-	-	MTOR	PRR5L	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	PROTOR2	Biochemical Activity	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q6MZQ0	B3KNU3	NP_001153640|NP_079117|NP_001153641|NP_001153639	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022559	2475	1978	108757	108293	-	-	MTOR	EIF4EBP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	4E-BP1|4EBP1|BP-1|PHAS-I	Biochemical Activity	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q13541	-	NP_004086	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1022564	2475	2475	108757	108757	-	-	MTOR	MTOR	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Biochemical Activity	physical	Thedieck K (2007)	PUBMED:18030348	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1023741	253260	2475	128962	108757	-	-	RICTOR	MTOR	AVO3|PIA|hAVO3	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	McDonald PC (2008)	PUBMED:18339839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q6R327	-	NP_689969|NP_001272368|NP_001272369	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1023742	2475	3611	108757	109824	-	-	MTOR	ILK	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	HEL-S-28|ILK-1|ILK-2|P59|p59ILK	Affinity Capture-Western	physical	McDonald PC (2008)	PUBMED:18339839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q13418	V9HWF0	NP_004508|NP_001014795|NP_001014794|NP_001265371|NP_001265370	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1023743	2475	253260	108757	128962	-	-	MTOR	RICTOR	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	AVO3|PIA|hAVO3	Affinity Capture-Western	physical	McDonald PC (2008)	PUBMED:18339839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q6R327	-	NP_689969|NP_001272368|NP_001272369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1023760	8662	2475	114211	108757	-	-	EIF3B	MTOR	EIF3-ETA|EIF3-P110|EIF3-P116|EIF3S9|PRT1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Ma XM (2008)	PUBMED:18423201	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P55884	A0A024R821	NP_003742|NP_001349721|NP_001349722|NP_001032360|NP_001349720	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1023764	4686	2475	110766	108757	RP11-546O6.1	-	NCBP1	MTOR	CBP80|NCBP|Sto1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Ma XM (2008)	PUBMED:18423201	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q09161	A0A024R179	NP_002477|NP_001338435|NP_001338436|NP_001338433|NP_001338434	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1023767	1977	2475	108292	108757	-	-	EIF4E	MTOR	AUTS19|CBP|EIF4E1|EIF4EL1|EIF4F	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Ma XM (2008)	PUBMED:18423201	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P06730	Q32Q75|X5D7E3|D6RBW1	NP_001317946|NP_001959|NP_001124151|NP_001124150	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1023789	1147	2475	107569	108757	-	-	CHUK	MTOR	IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Dan HC (2008)	PUBMED:18490760	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15111	-	NP_001269|NP_001307857	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1023790	3551	2475	109767	108757	-	-	IKBKB	MTOR	IKK-beta|IKK2|IKKB|IMD15|NFKBIKB	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Dan HC (2008)	PUBMED:18490760	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14920	-	NP_001547|NP_001177649|NP_001229707	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1023792	2475	1147	108757	107569	-	-	MTOR	CHUK	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16	Affinity Capture-Western	physical	Dan HC (2008)	PUBMED:18519641	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	O15111	-	NP_001269|NP_001307857	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1023793	2475	3551	108757	109767	-	-	MTOR	IKBKB	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	IKK-beta|IKK2|IKKB|IMD15|NFKBIKB	Affinity Capture-Western	physical	Dan HC (2008)	PUBMED:18519641	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	O14920	-	NP_001547|NP_001177649|NP_001229707	-	-	-	-	-	-	Homo sapiens	Homo sapiens
